SNID: SN2002cx
SURVEY: NULL
FILTERS: BIRV
REDSHIFT_FINAL: 0.0240 +- 0.0010
PEAKMJD: 52414.0
	
NOBS: 227
NVAR: 7
VARLIST:  MJD  FLT FIELD   FLUXCAL	 FLUXCALERR	   MAG	   MAGERR

OBS: 52432.2  B  NULL	1313.409  0.000	19.704  0.000
OBS: 52432.2  I  NULL	10375.284  0.000	17.460  0.000
OBS: 52432.2  I  NULL	9410.225  0.000	17.566  0.000
OBS: 52432.2  R  NULL	8090.959  0.000	17.730  0.000
OBS: 52432.2  R  NULL	6058.987  0.000	18.044  0.000
OBS: 52432.2  V  NULL	4613.176  0.000	18.340  0.000
OBS: 52432.2  V  NULL	3915.615  0.000	18.518  0.000
OBS: 52433.2  B  NULL	1179.234  0.000	19.821  0.000
OBS: 52433.2  I  NULL	9086.570  0.000	17.604  0.000
OBS: 52433.2  R  NULL	6053.409  0.000	18.045  0.000
OBS: 52433.2  V  NULL	3354.285  0.000	18.686  0.000
OBS: 52433.2  B  NULL	1659.587  0.000	19.450  0.000
OBS: 52433.2  I  NULL	10964.782  0.000	17.400  0.000
OBS: 52433.2  R  NULL	7585.776  0.000	17.800  0.000
OBS: 52433.2  V  NULL	4528.976  0.000	18.360  0.000
OBS: 52434.2  B  NULL	1099.512  0.000	19.897  0.000
OBS: 52434.2  I  NULL	9817.479  0.000	17.520  0.000
OBS: 52434.2  I  NULL	8709.636  0.000	17.650  0.000
OBS: 52434.2  R  NULL	7943.282  0.000	17.750  0.000
OBS: 52434.2  R  NULL	6240.221  0.000	18.012  0.000
OBS: 52434.2  V  NULL	4742.420  0.000	18.310  0.000
OBS: 52434.2  V  NULL	3691.476  0.000	18.582  0.000
OBS: 52435.2  B  NULL	1161.984  0.000	19.837  0.000
OBS: 52435.2  I  NULL	7291.217  0.000	17.843  0.000
OBS: 52435.2  R  NULL	5706.897  0.000	18.109  0.000
OBS: 52435.2  V  NULL	3081.768  0.000	18.778  0.000
OBS: 52435.2  I  NULL	8550.667  0.000	17.670  0.000
OBS: 52435.2  R  NULL	7311.391  0.000	17.840  0.000
OBS: 52435.2  V  NULL	4168.694  0.000	18.450  0.000
OBS: 52435.2  B  NULL	1148.154  0.000	19.850  0.000
OBS: 52435.2  I  NULL	10185.914  0.000	17.480  0.000
OBS: 52435.2  R  NULL	5566.728  0.000	18.136  0.000
OBS: 52435.2  V  NULL	2878.724  0.000	18.852  0.000
OBS: 52435.2  B  NULL	1599.558  0.000	19.490  0.000
OBS: 52435.2  I  NULL	10280.163  0.000	17.470  0.000
OBS: 52435.2  R  NULL	6982.324  0.000	17.890  0.000
OBS: 52435.2  V  NULL	4130.475  0.000	18.460  0.000
OBS: 52436.2  B  NULL	836.373  0.000	20.194  0.000
OBS: 52436.2  I  NULL	7762.471  0.000	17.775  0.000
OBS: 52436.2  R  NULL	5180.838  0.000	18.214  0.000
OBS: 52436.2  V  NULL	2916.084  0.000	18.838  0.000
OBS: 52436.2  B  NULL	991.745  0.000	20.009  0.000
OBS: 52436.2  I  NULL	9136.924  0.000	17.598  0.000
OBS: 52436.2  I  NULL	9120.108  0.000	17.600  0.000
OBS: 52436.2  R  NULL	6982.324  0.000	17.890  0.000
OBS: 52436.2  R  NULL	5796.956  0.000	18.092  0.000
OBS: 52436.2  V  NULL	3908.409  0.000	18.520  0.000
OBS: 52436.2  V  NULL	2761.849  0.000	18.897  0.000
OBS: 52436.3  B  NULL	1432.188  0.000	19.610  0.000
OBS: 52436.3  I  NULL	8790.225  0.000	17.640  0.000
OBS: 52436.3  R  NULL	6729.767  0.000	17.930  0.000
OBS: 52436.3  V  NULL	3837.072  0.000	18.540  0.000
OBS: 52437.2  I  NULL	8790.225  0.000	17.640  0.000
OBS: 52437.2  R  NULL	6367.955  0.000	17.990  0.000
OBS: 52437.2  V  NULL	3732.502  0.000	18.570  0.000
OBS: 52437.2  B  NULL	1380.384  0.000	19.650  0.000
OBS: 52437.2  B  NULL	834.065  0.000	20.197  0.000
OBS: 52437.2  B  NULL	804.637  0.000	20.236  0.000
OBS: 52437.2  I  NULL	8241.381  0.000	17.710  0.000
OBS: 52437.2  I  NULL	7144.963  0.000	17.865  0.000
OBS: 52437.2  I  NULL	7079.458  0.000	17.875  0.000
OBS: 52437.2  R  NULL	6486.344  0.000	17.970  0.000
OBS: 52437.2  R  NULL	4799.544  0.000	18.297  0.000
OBS: 52437.2  R  NULL	4277.598  0.000	18.422  0.000
OBS: 52437.2  V  NULL	3664.376  0.000	18.590  0.000
OBS: 52437.2  V  NULL	2587.021  0.000	18.968  0.000
OBS: 52437.2  V  NULL	2509.574  0.000	19.001  0.000
OBS: 52438.2  B  NULL	869.361  0.000	20.152  0.000
OBS: 52438.2  I  NULL	7592.766  0.000	17.799  0.000
OBS: 52438.2  V  NULL	2523.481  0.000	18.995  0.000
OBS: 52438.2  I  NULL	8629.785  0.000	17.660  0.000
OBS: 52438.2  V  NULL	3435.579  0.000	18.660  0.000
OBS: 52440.2  I  NULL	7447.320  0.000	17.820  0.000
OBS: 52440.2  R  NULL	5915.616  0.000	18.070  0.000
OBS: 52440.2  V  NULL	3162.278  0.000	18.750  0.000
OBS: 52440.2  I  NULL	6042.268  0.000	18.047  0.000
OBS: 52440.2  R  NULL	4685.975  0.000	18.323  0.000
OBS: 52440.2  V  NULL	2130.100  0.000	19.179  0.000
OBS: 52442.2  I  NULL	7311.391  0.000	17.840  0.000
OBS: 52442.2  R  NULL	5701.643  0.000	18.110  0.000
OBS: 52442.2  V  NULL	2992.265  0.000	18.810  0.000
OBS: 52442.2  I  NULL	5807.644  0.000	18.090  0.000
OBS: 52442.2  R  NULL	3753.185  0.000	18.564  0.000
OBS: 52442.2  V  NULL	2108.628  0.000	19.190  0.000
OBS: 52443.2  I  NULL	6918.310  0.000	17.900  0.000
OBS: 52443.2  R  NULL	5296.634  0.000	18.190  0.000
OBS: 52443.2  I  NULL	5204.752  0.000	18.209  0.000
OBS: 52443.2  R  NULL	3290.031  0.000	18.707  0.000
OBS: 52443.2  V  NULL	1877.587  0.000	19.316  0.000
OBS: 52447.2  I  NULL	6486.344  0.000	17.970  0.000
OBS: 52447.2  R  NULL	4786.301  0.000	18.300  0.000
OBS: 52447.2  I  NULL	4970.499  0.000	18.259  0.000
OBS: 52447.2  R  NULL	2836.612  0.000	18.868  0.000
OBS: 52447.2  V  NULL	1702.943  0.000	19.422  0.000
OBS: 52451.2  I  NULL	5970.353  0.000	18.060  0.000
OBS: 52451.2  R  NULL	4365.158  0.000	18.400  0.000
OBS: 52451.2  V  NULL	2654.606  0.000	18.940  0.000
OBS: 52455.2  I  NULL	5445.027  0.000	18.160  0.000
OBS: 52455.2  R  NULL	4168.694  0.000	18.450  0.000
OBS: 52455.2  V  NULL	2269.865  0.000	19.110  0.000
OBS: 52456.2  I  NULL	5395.106  0.000	18.170  0.000
OBS: 52456.2  R  NULL	4168.694  0.000	18.450  0.000
OBS: 52465.2  I  NULL	3879.717  0.000	18.528  0.000
OBS: 52465.2  R  NULL	1736.201  0.000	19.401  0.000
OBS: 52465.2  V  NULL	1077.457  0.000	19.919  0.000
OBS: 52465.2  B  NULL	717.794  0.000	20.360  0.000
OBS: 52465.2  I  NULL	4920.395  0.000	18.270  0.000
OBS: 52465.2  R  NULL	3162.278  0.000	18.750  0.000
OBS: 52465.2  V  NULL	1853.532  0.000	19.330  0.000
END: 
